Wallet_ID,TrustRank,Flow_Ratio,True_Label,Is_In_Cycle,Avg_Time_Diff,Betweenness_Centrality
0xb3346b9e108a3cd4cbbd1bc612c8166ccb0e8365,0.0001316868859215768,1.4964071990942598,0,1,1167759.6666666667,0.0018573555758322562
0xf5339abd17f1da0656f6a073a76ade37be16c7d1,6.317134580156865e-05,2.2130223826229276,0,1,2183541.5714285714,0.00029319934238755284
0xc15ea6c10fbb3f21601f8e814076638444599953,0.00011613768816406117,0.7689926236195095,0,1,775260.0,0.0001497932456801299
0x58a9df25fcd54b251d629d715be2cd12266ef939,5.4561670272238355e-05,0.36009914905075874,0,1,1326846.3333333333,0.00020252822959640983
0xdbcc4ede5a79254bee542d112d0956a5eec65ea2,0.0003814796888006663,0.697455623796709,1,1,318556.0,0.0007526524201355009
0x2ba73c9f36a4915b5a2f519a028199db537b63b2,0.00011003037477214351,1.696398350281888,0,1,901403.0,0.00045066797363644434
0xa536d2d056e3ffa9c365e4675a9e005e816347a3,0.00011544183003858815,1.9138604283614742,0,1,476082.6666666667,0.0004919011020525304
0xe5464bdb8bf6b04d3fa2e0ca04fa329314c8af0d,0.0001268334321566641,1.28655943106011,0,0,698588.0,0.00017423954984935265
0x2bdb3bfb1a483aa0ab4335811831c0d6e5fe087b,1.0519155414319127e-05,6.710227622575468,0,0,1408443.0,0.00011653912293548954
0x2954b25053996651900450c520df68d3178c6d4c,0.00020218602788161027,0.7840525514232135,0,1,2092124.5,0.0002999472563751061
0xa7a7fb7f2e808b8fa0bfb1a102d969a5500e7dc0,0.00011437569045785471,1.4176112176705555,0,1,631074.4285714285,0.0008580509692621238
0x139ddf605de7898649a62230504bc6d7bec711c8,5.9753514244144285e-05,0.9304404937840571,0,1,308778.5,0.00026127936116106243
0x7122c21b09ceb2b803bba74184a49363fdf900ba,0.00015020834066963802,2.688396821147152,0,1,1143052.7142857143,0.001089667713126244
0x07858d6aa194ea7e4c9b3a10c37202d521ef9551,5.1583535964052244e-05,4.477183106146062,0,1,1423009.0,4.321215665753481e-05
0xc3e55bb9f375d625c26e15a3a5dd4f76d504b110,0.0003907998788106699,0.6544700074004219,0,1,2765622.0,0.0002517642734106905
0x407b804e1bd4d680eb4b3bbdf2f0565986104194,0.00028919445221906677,0.5702550837284257,0,1,757567.5,0.0011729043056441144
0xd72c7368cd2f25934333af9fd42eadf43a3eec6e,0.00013998236020365778,0.8333005328494825,0,1,1086995.25,0.0008393712928371868
0xd7eb07913c12ae05045de577f477cfcc75012ed3,0.00017997692929415211,0.6291085320539628,0,1,786991.6666666666,0.0009196946325715155
0x28bc078dcb4e86fd7e18f3b0aa6ec2265b66b28c,0.0004530304057696851,0.4267915873837184,1,1,1321748.25,0.0005432206176693616
0x82e5bb7af186ebd71be0302684da12c741baf922,0.00018736644629039836,0.46203209093225195,0,1,1508313.0,0.0004976145869993302
0x97488812b381f97c83bca538f66417733f6af585,0.00013029602551404047,2.116180231252172,0,1,1649341.111111111,0.00043950191507885646
0x714471e7966d7b4624af821cbd7845b49ff9f6a8,7.204802590038334e-06,21.820793574031036,0,0,67427.0,5.8924839744520556e-05
0xd71ab3a8fbf397d02c60467738ddfeeb48a2676f,0.0003364319695330401,1.3468097243490347,1,1,603169.2,0.0006531627349118135
0x7787c3c90987d54021dc7de1229392fa4a060a25,7.49449178513619e-05,0.999942114618371,0,1,3447608.0,4.9041994420145675e-05
0x9635c36836fef1b77502ee4381fb539e045473d0,4.200172489373927e-05,6.078249213441344,0,1,3280688.0,0.0003914926207201215
0x65898c71e3e6e1edfbea10e1f48cb6878433c0cc,0.0002636870464196694,2.185335618561169,0,1,1514186.3333333333,0.0005928339599491122
0xb07b552c01ca28b41edf96e3a172ab65adfe18e5,0.00020339288004120323,0.43033718550796646,0,1,471342.5,0.0007235070961490852
0x4c7cb9f8ea39f53d699b7dfd5769500e6925d98d,0.0003674898887126684,1.6675806652207112,1,1,1486640.7,0.006389345465857056
0x47a19490821dbd5851b062a018c17e12140090a8,0.00017729856301844789,0.26547132838513227,0,0,0.0,2.0538172154081676e-05
0x71beb7da9905eb1d7dde060c70030f88e986a459,3.449048800507877e-05,3.9877407014617217,0,1,1549197.625,0.00035130377518933874
